flash_duration,flash_footprint,flash_id,flash_time,latitude,longitude,number_of_events,number_of_groups,radiance
540,21,3539793,2025-03-03T15:03:53.887,36.8739,-6.0426,73,26,707.0
823,14,3541830,2025-03-03T15:04:09.265,37.0008,-5.8347,119,43,1023.0
385,16,3541844,2025-03-03T15:04:10.6,36.763203,-6.0048003,111,25,1167.0
1,2,3541924,2025-03-03T15:04:15.954,36.6903,-6.0210004,2,1,8.0
299,13,3542978,2025-03-03T15:04:25.591,36.7578,-5.9886003,66,17,570.0
767,10,3545051,2025-03-03T15:04:39.798,36.8037,-6.0237,158,46,1667.0
206,5,3545148,2025-03-03T15:04:45.466,37.0359,-5.8563004,18,8,132.0
23,4,3545151,2025-03-03T15:04:45.589,36.7092,-6.0372,12,3,115.0
73,4,3546069,2025-03-03T15:04:47.881,37.1817,-5.7564,10,6,64.0
132,3,3547139,2025-03-03T15:04:57.018,36.693,-6.0399003,4,2,20.0
121,5,3547236,2025-03-03T15:05:03.653,36.7443,-6.0345,16,7,156.0
963,29,3548262,2025-03-03T15:05:10.602,36.8037,-6.0021,246,69,2226.0
64,5,3548310,2025-03-03T15:05:13.722,36.6957,-6.0210004,8,3,50.0
512,4,3549281,2025-03-03T15:05:20.165,36.9441,-5.9265003,22,14,114.0
223,7,3550295,2025-03-03T15:05:27.747,37.017002,-5.8158,46,21,317.0
1,2,3551357,2025-03-03T15:05:37.326,36.7524,-6.0345,2,1,16.0
54,2,3551491,2025-03-03T15:05:44.561,36.7335,-6.0345,7,4,62.0
510,5,3552475,2025-03-03T15:05:50.958,37.170902,-5.8131003,26,11,181.0
184,4,3552539,2025-03-03T15:05:55.009,36.7173,-6.0102,14,7,100.0
84,7,3553554,2025-03-03T15:06:02.035,36.7308,-6.0345,12,3,165.0
544,9,3554476,2025-03-03T15:06:06.693,37.0251,-5.859,50,20,505.0
85,5,3554537,2025-03-03T15:06:10.323,36.763203,-6.0156,13,6,97.0
258,6,3555552,2025-03-03T15:06:20.296,37.0359,-5.8158,24,11,168.0
286,3,3556680,2025-03-03T15:06:32.231,36.9306,-5.9238,5,3,27.0
148,4,3556688,2025-03-03T15:06:32.862,37.030502,-5.8347,13,4,137.0
340,11,3557745,2025-03-03T15:06:42.906,36.7065,-6.0183,47,12,567.0
386,5,3557782,2025-03-03T15:06:45.332,37.0251,-5.8320003,58,21,633.0
260,6,3558763,2025-03-03T15:06:49.997,36.747,-6.0210004,23,8,164.0
234,6,3558792,2025-03-03T15:06:52.675,37.1817,-5.7645,23,8,182.0
510,42,3559746,2025-03-03T15:06:59.752,36.8037,-5.9859,423,71,5307.0
289,6,3559791,2025-03-03T15:07:02.712,37.0386,-5.8428,40,15,390.0
213,15,3559807,2025-03-03T15:07:03.823,36.6147,-6.0237,88,21,949.0
19,7,3560728,2025-03-03T15:07:09.523,36.72,-6.0129004,11,3,86.0
387,7,3560776,2025-03-03T15:07:12.963,37.0143,-5.8158,45,20,467.0
227,3,3562720,2025-03-03T15:07:27.178,36.7308,-6.0264,10,6,64.0
236,4,3562796,2025-03-03T15:07:32.44,37.0224,-5.8374,22,9,145.0
77,3,3562819,2025-03-03T15:07:33.6,37.0467,-5.8104,6,3,34.0
1,2,3562853,2025-03-03T15:07:35.202,36.7983,-5.9967003,2,1,11.0
297,9,3564844,2025-03-03T15:07:49.776,37.054802,-5.8320003,66,26,570.0
132,4,3564877,2025-03-03T15:07:52.058,36.7605,-6.0048003,8,5,39.0
92,4,3565809,2025-03-03T15:07:57.503,37.0008,-5.8158,8,5,53.0
248,10,3566806,2025-03-03T15:08:06.133,36.722702,-6.0156,32,9,279.0
16,5,3566957,2025-03-03T15:08:14.48,36.7389,-6.0021,9,3,57.0
32,4,3567881,2025-03-03T15:08:17.49,36.6066,-6.0129004,19,7,131.0
703,32,3567992,2025-03-03T15:08:23.479,36.763203,-5.9778004,216,38,1805.0
89,5,3569021,2025-03-03T15:08:33.066,36.747,-6.0048003,15,5,107.0
131,7,3569976,2025-03-03T15:08:40.735,36.7335,-6.0048003,20,6,144.0
41,4,3569979,2025-03-03T15:08:40.91,37.0332,-5.8104,11,6,86.0
72,5,3571006,2025-03-03T15:08:50.507,36.747,-5.9994,15,6,79.0
786,13,3571939,2025-03-03T15:08:55.854,36.9846,-5.8428,149,42,1409.0
863,54,3572021,2025-03-03T15:09:01.192,36.8226,-6.0021,481,80,4879.0
197,7,3573073,2025-03-03T15:09:09.205,36.7335,-6.0075,21,5,197.0
601,9,3574060,2025-03-03T15:09:17.377,37.0359,-5.8050003,68,23,500.0
108,4,3574107,2025-03-03T15:09:20.489,36.747,-5.9751,7,4,38.0
67,5,3574119,2025-03-03T15:09:21.335,36.6039,-6.0048003,13,4,123.0
202,5,3575217,2025-03-03T15:09:32.32,36.7389,-5.9913,10,4,51.0
273,5,3576194,2025-03-03T15:09:36.191,37.006203,-5.8158,20,8,144.0
517,13,3577207,2025-03-03T15:09:46.423,36.7956,-5.9967003,105,35,697.0
799,9,3577239,2025-03-03T15:09:48.614,37.0413,-5.8239,87,34,675.0
272,10,3577286,2025-03-03T15:09:51.326,37.2303,-5.3271003,60,14,607.0
50,4,3578314,2025-03-03T15:10:01.651,36.7443,-5.9805,6,3,52.0
312,7,3578348,2025-03-03T15:10:04.15,37.0251,-5.8023,42,15,495.0
455,9,3580373,2025-03-03T15:10:21.884,37.017002,-5.8158,74,25,865.0
59,4,3580382,2025-03-03T15:10:22.538,36.7551,-6.0102,7,3,58.0
134,8,3581346,2025-03-03T15:10:27.472,36.6579,-6.0264,15,5,94.0
376,7,3582401,2025-03-03T15:10:38.649,37.017002,-5.8077,24,8,202.0
808,20,3582496,2025-03-03T15:10:44.793,36.7929,-6.0453,133,45,823.0
790,14,3583411,2025-03-03T15:10:48.428,37.0656,-5.7915,156,60,1624.0
439,10,3584372,2025-03-03T15:10:56.831,36.968403,-5.8455,50,15,444.0
274,4,3585438,2025-03-03T15:11:09.209,37.0413,-5.8212004,16,6,135.0
778,12,3585541,2025-03-03T15:11:14.639,36.8064,-5.9778004,84,31,556.0
1,1,3585548,2025-03-03T15:11:14.938,37.0197,-5.8050003,1,1,10.0
343,3,3588475,2025-03-03T15:11:36.4,37.0359,-5.8023,18,9,118.0
212,10,3588591,2025-03-03T15:11:45.215,36.6417,-5.9994,30,8,193.0
364,7,3589522,2025-03-03T15:11:46.352,37.017002,-5.7834,59,22,433.0
367,7,3589602,2025-03-03T15:11:51.01,36.9198,-5.8995004,46,17,412.0
28,4,3589671,2025-03-03T15:11:55.384,37.0278,-5.7861004,13,5,97.0
172,3,3590574,2025-03-03T15:11:57.763,37.0494,-5.8239,4,2,24.0
52,6,3590607,2025-03-03T15:11:59.576,37.260002,-5.3163,33,19,196.0
566,8,3590622,2025-03-03T15:12:01.283,36.7929,-6.0156,31,9,194.0
73,4,3590628,2025-03-03T15:12:01.791,37.0278,-5.7591,24,9,149.0
139,3,3590670,2025-03-03T15:12:04.952,37.0359,-5.7969003,11,6,69.0
487,8,3591590,2025-03-03T15:12:14.946,37.044003,-5.7726,36,14,287.0
267,4,3592521,2025-03-03T15:12:17.085,37.0278,-5.8320003,17,7,88.0
59,2,3592632,2025-03-03T15:12:22.958,37.0116,-5.7969003,4,3,23.0
512,7,3593578,2025-03-03T15:12:26.879,36.8037,-6.0210004,14,6,103.0
441,5,3593626,2025-03-03T15:12:30.16,37.0386,-5.8131003,40,16,370.0
68,2,3593685,2025-03-03T15:12:34.474,37.0251,-5.8023,5,4,43.0
239,6,3594616,2025-03-03T15:12:40.05,37.0494,-5.7915,18,6,175.0
72,4,3594685,2025-03-03T15:12:44.807,37.030502,-5.7537003,8,3,62.0
525,6,3595554,2025-03-03T15:12:47.52,36.9981,-5.8212004,23,9,178.0
10,4,3595591,2025-03-03T15:12:50.521,37.0251,-5.751,12,4,122.0
1,1,3595604,2025-03-03T15:12:51.207,37.017002,-5.8050003,1,1,7.0
71,2,3595655,2025-03-03T15:12:54.06,37.0386,-5.7537003,6,3,57.0
2,2,3596606,2025-03-03T15:12:58.476,37.0278,-5.7402,3,2,15.0
97,3,3596714,2025-03-03T15:13:05.374,37.030502,-5.7456,16,8,123.0
399,12,3597605,2025-03-03T15:13:07.541,36.811802,-5.9994,36,17,251.0
294,7,3597631,2025-03-03T15:13:09.084,37.0278,-5.7645,45,16,403.0
301,6,3597694,2025-03-03T15:13:12.612,37.030502,-5.8212004,45,21,413.0
320,4,3597716,2025-03-03T15:13:14.255,36.9252,-5.8806,31,14,198.0
398,6,3598655,2025-03-03T15:13:18.701,37.0359,-5.7618003,46,16,452.0
1216,49,3598727,2025-03-03T15:13:23.237,37.1358,-5.7105002,316,94,3729.0
7,15,3598753,2025-03-03T15:13:24.681,36.639,-5.9832,39,6,302.0
374,7,3599717,2025-03-03T15:13:29.628,36.992702,-5.7483,31,9,240.0
1,2,3599776,2025-03-03T15:13:32.546,37.0413,-5.7537003,2,1,21.0
152,6,3599823,2025-03-03T15:13:35.051,37.0224,-5.8239,29,9,312.0
55,2,3600794,2025-03-03T15:13:41.656,37.0035,-5.8158,3,2,22.0
162,5,3600813,2025-03-03T15:13:42.805,36.7929,-6.0102,11,5,60.0
233,4,3600837,2025-03-03T15:13:44.15,37.0251,-5.8158,7,3,74.0
37,6,3601755,2025-03-03T15:13:48.913,37.0386,-5.751,14,4,150.0
278,8,3601807,2025-03-03T15:13:51.954,37.057503,-5.7780004,30,11,334.0
157,4,3602706,2025-03-03T15:13:57.766,37.0521,-5.8185,12,4,107.0
40,3,3602783,2025-03-03T15:14:03.309,37.0413,-5.7591,8,4,52.0
463,8,3602791,2025-03-03T15:14:03.695,36.9225,-5.9049,52,24,368.0
285,7,3603735,2025-03-03T15:14:07.048,37.0521,-5.7807,33,15,314.0
126,2,3603851,2025-03-03T15:14:12.908,37.0656,-5.7807,6,4,43.0
650,9,3604790,2025-03-03T15:14:16.494,37.0359,-5.7915,93,30,847.0
143,3,3604911,2025-03-03T15:14:23.474,37.0197,-5.7969003,7,5,56.0
26,3,3604930,2025-03-03T15:14:25.053,37.054802,-5.7618003,7,5,42.0
520,40,3605759,2025-03-03T15:14:25.776,37.2789,-5.2920003,227,55,2211.0
278,8,3605782,2025-03-03T15:14:28.224,37.0332,-5.8131003,32,9,382.0
39,4,3605829,2025-03-03T15:14:30.827,37.0386,-5.7429004,17,7,143.0
347,6,3605903,2025-03-03T15:14:34.603,37.0143,-5.7861004,31,12,287.0
433,9,3606858,2025-03-03T15:14:38.594,36.8334,-5.9832,71,24,464.0
256,3,3606912,2025-03-03T15:14:41.293,36.9468,-5.8914003,10,5,59.0
434,8,3606935,2025-03-03T15:14:42.666,37.0494,-5.7699003,53,21,405.0
224,5,3607836,2025-03-03T15:14:48.284,37.0386,-5.7645,39,13,374.0
266,4,3607916,2025-03-03T15:14:52.319,37.017002,-5.7861004,10,4,86.0
403,6,3607956,2025-03-03T15:14:54.689,37.0521,-5.7645,20,9,157.0
113,9,3608915,2025-03-03T15:14:57.681,36.774002,-6.0048003,18,4,157.0
1,3,3608922,2025-03-03T15:14:58.218,37.0521,-5.751,3,1,18.0
543,6,3609000,2025-03-03T15:15:03.594,37.0494,-5.7807,65,23,664.0
32,4,3609906,2025-03-03T15:15:07.662,37.0521,-5.7456,18,6,102.0
140,8,3609973,2025-03-03T15:15:11.846,37.0278,-5.7429004,50,21,501.0
639,28,3609998,2025-03-03T15:15:13.415,36.9252,-5.8995004,188,62,1529.0
445,7,3610882,2025-03-03T15:15:16.678,37.0602,-5.7726,37,17,254.0
357,6,3610979,2025-03-03T15:15:22.986,37.0332,-5.7645,45,18,515.0
279,4,3611961,2025-03-03T15:15:29.071,37.044003,-5.7483,16,7,134.0
444,6,3612035,2025-03-03T15:15:32.974,37.030502,-5.7537003,58,22,521.0
10,8,3612057,2025-03-03T15:15:33.831,36.814503,-5.9805,12,4,99.0
25,6,3612975,2025-03-03T15:15:36.532,36.9306,-5.8779,16,6,110.0
71,5,3612990,2025-03-03T15:15:37.584,37.0143,-5.7888002,19,9,171.0
202,7,3613037,2025-03-03T15:15:40.44,37.0629,-5.7672,18,8,160.0
62,3,3613116,2025-03-03T15:15:44.777,37.0413,-5.7645,13,6,113.0
383,8,3614053,2025-03-03T15:15:49.329,37.0386,-5.7564,38,18,383.0
129,6,3614110,2025-03-03T15:15:52.597,36.9522,-5.8779,12,4,98.0
92,5,3614120,2025-03-03T15:15:52.899,36.7551,-6.0507,11,4,77.0
409,7,3614145,2025-03-03T15:15:54.403,37.057503,-5.7780004,70,24,584.0
298,6,3615068,2025-03-03T15:15:57.855,37.0359,-5.7186003,15,5,144.0
218,10,3615100,2025-03-03T15:15:59.317,36.6633,-5.9859,59,13,311.0
229,7,3615138,2025-03-03T15:16:01.045,36.8091,-6.0156,18,6,93.0
164,7,3615150,2025-03-03T15:16:01.441,37.030502,-5.7915,14,7,101.0
1,2,3615181,2025-03-03T15:16:02.993,37.030502,-5.7429004,2,1,10.0
324,5,3616237,2025-03-03T15:16:06.897,37.0602,-5.7537003,23,9,182.0
495,10,3616325,2025-03-03T15:16:11.028,37.0386,-5.7483,79,31,819.0
488,8,3617236,2025-03-03T15:16:17.275,37.0413,-5.7699003,46,15,414.0
129,4,3617340,2025-03-03T15:16:22.216,37.0413,-5.7348003,6,2,50.0
861,9,3618227,2025-03-03T15:16:27.308,37.0629,-5.7591,137,67,1003.0
563,16,3618248,2025-03-03T15:16:29.136,36.9333,-5.8887,186,46,2183.0
69,5,3618320,2025-03-03T15:16:33.474,37.030502,-5.7564,18,6,196.0
243,4,3619275,2025-03-03T15:16:39.261,37.0467,-5.7645,13,8,107.0
417,8,3619369,2025-03-03T15:16:45.177,37.044003,-5.7564,68,23,594.0
39,4,3620379,2025-03-03T15:16:51.571,37.0521,-5.7294,6,3,47.0
451,22,3620440,2025-03-03T15:16:54.864,36.9225,-5.886,142,24,1899.0
990,14,3621312,2025-03-03T15:16:56.801,37.0359,-5.7591,194,52,2082.0
109,12,3621320,2025-03-03T15:16:57.575,36.7686,-6.0264,33,8,289.0
326,5,3621449,2025-03-03T15:17:04.33,37.0413,-5.7456,28,11,214.0
117,5,3622386,2025-03-03T15:17:09.963,37.0467,-5.7321,19,6,266.0
520,8,3623330,2025-03-03T15:17:16.846,37.0521,-5.751,87,26,892.0
12,7,3623424,2025-03-03T15:17:22.288,37.054802,-5.7726,12,3,106.0
327,11,3623481,2025-03-03T15:17:24.458,37.260002,-5.5863004,38,15,265.0
588,8,3624390,2025-03-03T15:17:27.868,37.044003,-5.751,50,18,474.0
2,4,3624479,2025-03-03T15:17:33.368,37.0521,-5.751,5,2,48.0
159,5,3625450,2025-03-03T15:17:38.089,37.057503,-5.7483,23,8,157.0
956,21,3625548,2025-03-03T15:17:43.64,36.8469,-5.9454,79,22,702.0
443,7,3625574,2025-03-03T15:17:45.051,37.0521,-5.7861004,40,18,364.0
6,7,3626515,2025-03-03T15:17:46.885,36.6363,-5.9805,16,4,94.0
32,4,3626545,2025-03-03T15:17:48.443,37.054802,-5.7078,18,9,120.0
425,4,3626628,2025-03-03T15:17:52.375,37.0413,-5.7537003,17,9,120.0
518,9,3627913,2025-03-03T15:17:58.162,37.071,-5.7942,27,12,244.0
113,4,3627980,2025-03-03T15:18:01.497,37.0332,-5.7267003,7,3,121.0
287,4,3628863,2025-03-03T15:18:06.665,37.0494,-5.7888002,7,4,59.0
21,5,3628916,2025-03-03T15:18:10.728,37.0386,-5.7078,13,5,114.0
581,8,3629009,2025-03-03T15:18:15.261,37.068302,-5.7375,90,31,678.0
274,4,3629017,2025-03-03T15:18:15.605,36.787502,-6.0075,10,7,68.0
3,2,3629973,2025-03-03T15:18:19.608,37.0467,-5.7618003,3,2,21.0
646,12,3630057,2025-03-03T15:18:23.998,37.0521,-5.7915,150,41,1688.0
42,5,3630103,2025-03-03T15:18:26.01,37.0602,-5.7483,9,3,44.0
206,5,3631024,2025-03-03T15:18:30.314,37.0629,-5.751,27,9,237.0
186,3,3631096,2025-03-03T15:18:34.18,37.0494,-5.7780004,10,6,92.0
385,6,3631117,2025-03-03T15:18:35.542,36.936,-5.8887,20,9,122.0
1,5,3631954,2025-03-03T15:18:36.772,37.0467,-5.7159,5,1,53.0
102,4,3631997,2025-03-03T15:18:39.372,37.0332,-5.8050003,7,5,30.0
180,5,3632101,2025-03-03T15:18:44.718,37.0467,-5.751,17,9,119.0
187,5,3633029,2025-03-03T15:18:46.207,36.7848,-6.0183,15,8,105.0
229,7,3633099,2025-03-03T15:18:49.826,37.068302,-5.7726,31,13,259.0
211,5,3634100,2025-03-03T15:18:57.494,37.044003,-5.7564,22,11,187.0
95,5,3634152,2025-03-03T15:19:01.042,37.0494,-5.7105002,10,4,112.0
189,8,3634185,2025-03-03T15:19:02.178,37.1898,-5.7348003,55,16,411.0
55,5,3634203,2025-03-03T15:19:03.147,37.0413,-5.7483,19,6,162.0
353,5,3635089,2025-03-03T15:19:06.696,37.0494,-5.7645,27,14,167.0
1,2,3635137,2025-03-03T15:19:10.202,37.071,-5.751,2,1,12.0
321,7,3635165,2025-03-03T15:19:11.475,36.763203,-6.0129004,10,4,219.0
73,2,3635177,2025-03-03T15:19:12.318,37.0332,-5.7834,4,2,28.0
1,3,3635187,2025-03-03T15:19:12.929,37.0332,-5.7294,3,1,16.0
17,2,3636181,2025-03-03T15:19:19.892,37.0602,-5.7051,4,3,30.0
373,7,3636216,2025-03-03T15:19:21.948,37.0494,-5.7753,25,8,247.0
274,6,3636282,2025-03-03T15:19:25.155,37.0629,-5.7726,13,5,101.0
2,4,3637153,2025-03-03T15:19:27.782,37.0467,-5.7213,7,2,40.0
231,7,3637225,2025-03-03T15:19:31.641,37.0467,-5.7537003,24,9,209.0
168,15,3637248,2025-03-03T15:19:32.864,36.787502,-6.0534,46,8,364.0
243,3,3638226,2025-03-03T15:19:36.896,37.0737,-5.8050003,15,9,89.0
351,6,3638254,2025-03-03T15:19:39.304,37.095303,-5.7564,18,8,142.0
353,33,3638329,2025-03-03T15:19:43.076,36.7902,-5.9859,82,13,592.0
152,4,3638369,2025-03-03T15:19:45.244,37.0467,-5.7294,12,5,55.0
105,4,3639259,2025-03-03T15:19:48.684,37.0413,-5.7321,11,6,64.0
245,5,3639340,2025-03-03T15:19:52.492,37.0494,-5.7807,15,9,115.0
157,4,3639357,2025-03-03T15:19:53.078,36.7713,-5.994,15,8,155.0
8,4,3639369,2025-03-03T15:19:53.595,37.057503,-5.7321,7,2,73.0
1,2,3640213,2025-03-03T15:19:56.297,37.0656,-5.7834,2,1,12.0
4,4,3640254,2025-03-03T15:19:57.94,37.057503,-5.7402,8,4,80.0
105,4,3640321,2025-03-03T15:20:01.636,37.044003,-5.7402,14,8,126.0
843,9,3641273,2025-03-03T15:20:05.418,37.071,-5.7888002,102,36,1333.0
569,18,3641281,2025-03-03T15:20:06.258,36.8874,-5.9643,90,18,805.0
14,4,3641365,2025-03-03T15:20:11.604,37.057503,-5.7267003,12,3,91.0
163,4,3641433,2025-03-03T15:20:15.659,37.0629,-5.7726,11,5,101.0
149,3,3642348,2025-03-03T15:20:18.384,36.7848,-5.9967003,15,8,115.0
743,7,3642355,2025-03-03T15:20:19.208,37.0872,-5.7483,85,33,797.0
134,5,3642436,2025-03-03T15:20:23.728,37.0602,-5.7618003,11,4,81.0
136,6,3643370,2025-03-03T15:20:27.434,37.057503,-5.7186003,25,8,239.0
162,4,3643445,2025-03-03T15:20:31.318,37.0602,-5.7672,14,8,130.0
100,2,3644338,2025-03-03T15:20:36.065,37.054802,-5.7672,6,5,42.0
277,7,3644420,2025-03-03T15:20:40.544,36.7578,-6.0480003,24,8,244.0
152,9,3644465,2025-03-03T15:20:43.53,37.0629,-5.7564,24,7,300.0
1405,14,3645381,2025-03-03T15:20:48.334,37.0521,-5.8347,110,52,775.0
79,3,3646387,2025-03-03T15:20:56.086,37.0656,-5.7429004,13,6,87.0
110,4,3646465,2025-03-03T15:21:00.379,37.0494,-5.7375,13,4,81.0
264,6,3646519,2025-03-03T15:21:03.603,37.057503,-5.7375,53,22,360.0
248,5,3646526,2025-03-03T15:21:03.997,36.7929,-5.9913,22,13,122.0
82,2,3647356,2025-03-03T15:21:08.226,37.071,-5.7483,5,3,37.0
207,8,3647442,2025-03-03T15:21:12.745,37.0521,-5.7672,25,12,168.0
284,7,3648379,2025-03-03T15:21:16.881,37.081802,-5.7456,30,13,284.0
117,5,3648458,2025-03-03T15:21:21.972,37.054802,-5.7537003,10,5,83.0
330,6,3649332,2025-03-03T15:21:26.835,37.0602,-5.7429004,38,17,293.0
1078,17,3649418,2025-03-03T15:21:30.955,37.1304,-5.7672,200,84,1763.0
375,17,3649438,2025-03-03T15:21:31.926,36.7686,-5.9778004,78,19,580.0
403,13,3649454,2025-03-03T15:21:32.647,36.855,-5.9427004,49,11,330.0
267,8,3649506,2025-03-03T15:21:35.737,37.044003,-5.7483,39,16,218.0
315,4,3650463,2025-03-03T15:21:41.455,37.0656,-5.7537003,9,5,66.0
161,5,3651400,2025-03-03T15:21:47.348,37.057503,-5.7375,24,9,221.0
57,2,3651465,2025-03-03T15:21:51.111,36.7821,-5.994,11,6,101.0
491,9,3651492,2025-03-03T15:21:52.847,37.0656,-5.7591,33,12,316.0
140,4,3652473,2025-03-03T15:21:59.152,37.057503,-5.7429004,12,6,64.0
748,10,3652572,2025-03-03T15:22:05.074,37.017002,-5.8374,52,22,309.0
3,2,3653482,2025-03-03T15:22:09.898,37.068302,-5.7132,4,2,44.0
108,6,3653564,2025-03-03T15:22:14.808,37.0629,-5.724,29,8,389.0
384,12,3654474,2025-03-03T15:22:18.573,37.0926,-5.7537003,63,25,454.0
13,3,3654568,2025-03-03T15:22:23.451,37.0737,-5.7105002,5,2,26.0
113,2,3655531,2025-03-03T15:22:27.513,37.0359,-5.7564,3,2,13.0
253,4,3655573,2025-03-03T15:22:29.727,36.7551,-6.0318003,23,10,182.0
310,5,3655616,2025-03-03T15:22:32.609,37.0656,-5.7483,25,14,147.0
1,2,3656550,2025-03-03T15:22:37.765,37.0764,-5.7213,2,1,23.0
331,5,3656621,2025-03-03T15:22:41.677,37.0764,-5.724,42,24,399.0
78,4,3656685,2025-03-03T15:22:45.579,37.057503,-5.7456,14,7,64.0
419,14,3657602,2025-03-03T15:22:49.274,36.8334,-5.9778004,57,17,449.0
182,7,3657636,2025-03-03T15:22:50.984,37.068302,-5.7321,28,8,204.0
418,9,3658661,2025-03-03T15:22:59.977,37.0872,-5.7402,47,19,460.0
202,8,3658683,2025-03-03T15:23:01.459,36.7794,-5.9994,18,6,222.0
209,6,3658720,2025-03-03T15:23:03.93,37.0494,-5.7456,20,7,231.0
127,6,3659661,2025-03-03T15:23:09.368,37.0602,-5.7672,10,6,45.0
133,4,3659701,2025-03-03T15:23:11.57,37.044003,-5.724,9,5,41.0
111,5,3659729,2025-03-03T15:23:12.239,36.7794,-5.9535003,12,5,56.0
210,5,3661660,2025-03-03T15:23:25.97,37.068302,-5.7294,28,15,217.0
122,10,3661708,2025-03-03T15:23:30.47,36.7443,-6.0156,54,10,490.0
336,6,3661768,2025-03-03T15:23:33.271,37.0764,-5.724,18,9,186.0
91,3,3662700,2025-03-03T15:23:39.132,37.0602,-5.7456,5,2,26.0
95,5,3662770,2025-03-03T15:23:43.594,37.0791,-5.7132,18,9,124.0
377,5,3663727,2025-03-03T15:23:48.899,37.0791,-5.7564,34,13,308.0
22,3,3663792,2025-03-03T15:23:53.22,36.7902,-5.9967003,5,3,25.0
329,6,3663824,2025-03-03T15:23:55.499,37.0737,-5.7078,28,12,207.0
834,21,3664840,2025-03-03T15:24:01.146,37.0737,-5.7618003,314,77,3170.0
17,7,3664855,2025-03-03T15:24:02.332,36.9711,-5.8698,11,3,59.0
182,9,3665756,2025-03-03T15:24:07.703,36.8199,-5.9778004,19,5,117.0
135,5,3665768,2025-03-03T15:24:08.557,37.071,-5.7051,27,8,273.0
178,5,3665843,2025-03-03T15:24:13.209,37.0629,-5.7429004,13,6,117.0
87,6,3666817,2025-03-03T15:24:20.604,37.0737,-5.7186003,17,6,157.0
299,8,3666883,2025-03-03T15:24:25.48,36.7902,-6.0237,22,10,133.0
100,4,3667787,2025-03-03T15:24:28.743,37.0629,-5.7537003,19,7,179.0
571,7,3668783,2025-03-03T15:24:36.84,37.0629,-5.7456,35,18,202.0
186,4,3668879,2025-03-03T15:24:42.871,37.071,-5.7105002,18,9,113.0
69,3,3669877,2025-03-03T15:24:47.882,37.095303,-5.6781,7,4,33.0
294,3,3669894,2025-03-03T15:24:48.793,37.081802,-5.7564,5,4,22.0
374,23,3669943,2025-03-03T15:24:52.357,37.3194,-5.2839003,81,29,993.0
851,15,3670864,2025-03-03T15:24:56.195,36.8307,-6.0021,126,38,927.0
14,2,3670879,2025-03-03T15:24:56.65,37.071,-5.7186003,4,2,25.0
600,8,3671002,2025-03-03T15:25:03.584,37.0656,-5.7375,41,19,290.0
773,17,3671965,2025-03-03T15:25:09.386,37.106102,-5.7591,214,65,1727.0
252,3,3672955,2025-03-03T15:25:19.301,37.0737,-5.6943,8,4,80.0
224,6,3673957,2025-03-03T15:25:26.788,36.7848,-5.9454,55,22,415.0
336,5,3673997,2025-03-03T15:25:28.89,37.0872,-5.7861004,13,6,122.0
420,4,3674122,2025-03-03T15:25:35.283,37.0764,-5.697,22,12,137.0
94,1,3675082,2025-03-03T15:25:41.777,37.0467,-5.6916003,3,3,24.0
719,8,3675089,2025-03-03T15:25:42.114,37.1142,-5.7726,96,32,1150.0
234,4,3676148,2025-03-03T15:25:49.934,37.1007,-5.7024,31,12,242.0
370,6,3677180,2025-03-03T15:25:57.931,37.071,-5.7024,61,23,548.0
117,3,3677207,2025-03-03T15:25:59.65,36.7767,-6.0129004,8,5,91.0
1002,15,3677288,2025-03-03T15:26:04.622,37.1547,-5.7402,99,42,796.0
656,17,3678154,2025-03-03T15:26:07.912,36.863102,-5.9589,87,22,736.0
32,4,3678265,2025-03-03T15:26:11.464,37.0737,-5.6997004,7,3,47.0
33,4,3679165,2025-03-03T15:26:16.168,37.0899,-5.7078,7,3,53.0
759,10,3679292,2025-03-03T15:26:23.298,37.0413,-5.7807,57,21,363.0
104,4,3680231,2025-03-03T15:26:28.511,37.0899,-5.6916003,8,4,67.0
121,3,3680286,2025-03-03T15:26:31.399,36.7011,-6.0831003,7,4,37.0
397,9,3681207,2025-03-03T15:26:37.932,36.725403,-6.0480003,50,18,420.0
114,4,3681258,2025-03-03T15:26:40.92,37.0791,-5.6943,6,3,48.0
87,2,3681300,2025-03-03T15:26:43.483,36.7848,-5.9508,12,6,86.0
325,5,3682236,2025-03-03T15:26:47.135,37.0845,-5.7159,34,15,290.0
422,5,3682334,2025-03-03T15:26:53.405,37.0791,-5.7051,33,15,241.0
161,5,3683319,2025-03-03T15:27:00.827,37.0629,-5.6916003,19,13,98.0
885,13,3684303,2025-03-03T15:27:09.741,37.119602,-5.7186003,223,73,2032.0
644,9,3685241,2025-03-03T15:27:16.502,37.0764,-5.7456,35,19,218.0
72,3,3685254,2025-03-03T15:27:17.494,36.992702,-5.8482003,8,5,34.0
220,4,3685369,2025-03-03T15:27:23.448,37.0791,-5.6916003,19,8,114.0
533,5,3686295,2025-03-03T15:27:30.298,37.108803,-5.7213,25,12,153.0
775,15,3686343,2025-03-03T15:27:32.732,36.865803,-5.967,65,16,495.0
138,4,3687250,2025-03-03T15:27:36.09,37.081802,-5.7078,14,6,103.0
1171,11,3687351,2025-03-03T15:27:41.776,37.125,-5.7699003,159,59,1729.0
1,4,3687399,2025-03-03T15:27:44.597,37.0899,-5.6862,4,1,37.0
139,4,3688326,2025-03-03T15:27:49.911,37.0926,-5.6943,32,14,234.0
